"JORNAIS-OU-REVISTAS_Author-URI","JORNAIS-OU-REVISTAS_Object_AREAS-DO-CONHECIMENTO","JORNAIS-OU-REVISTAS_Object_AREAS-DO-CONHECIMENTO_AREA-DO-CONHECIMENTO-1_NOME-DA-AREA-DO-CONHECIMENTO","JORNAIS-OU-REVISTAS_Object_AREAS-DO-CONHECIMENTO_AREA-DO-CONHECIMENTO-1_NOME-DA-ESPECIALIDADE","JORNAIS-OU-REVISTAS_Object_AREAS-DO-CONHECIMENTO_AREA-DO-CONHECIMENTO-1_NOME-DA-SUB-AREA-DO-CONHECIMENTO","JORNAIS-OU-REVISTAS_Object_AREAS-DO-CONHECIMENTO_AREA-DO-CONHECIMENTO-1_NOME-GRANDE-AREA-DO-CONHECIMENTO","JORNAIS-OU-REVISTAS_Object_AREAS-DO-CONHECIMENTO_AREA-DO-CONHECIMENTO-2_NOME-DA-AREA-DO-CONHECIMENTO","JORNAIS-OU-REVISTAS_Object_AREAS-DO-CONHECIMENTO_AREA-DO-CONHECIMENTO-2_NOME-DA-ESPECIALIDADE","JORNAIS-OU-REVISTAS_Object_AREAS-DO-CONHECIMENTO_AREA-DO-CONHECIMENTO-2_NOME-DA-SUB-AREA-DO-CONHECIMENTO","JORNAIS-OU-REVISTAS_Object_AREAS-DO-CONHECIMENTO_AREA-DO-CONHECIMENTO-2_NOME-GRANDE-AREA-DO-CONHECIMENTO","JORNAIS-OU-REVISTAS_Object_AREAS-DO-CONHECIMENTO_AREA-DO-CONHECIMENTO-3_NOME-DA-AREA-DO-CONHECIMENTO","JORNAIS-OU-REVISTAS_Object_AREAS-DO-CONHECIMENTO_AREA-DO-CONHECIMENTO-3_NOME-DA-ESPECIALIDADE","JORNAIS-OU-REVISTAS_Object_AREAS-DO-CONHECIMENTO_AREA-DO-CONHECIMENTO-3_NOME-DA-SUB-AREA-DO-CONHECIMENTO","JORNAIS-OU-REVISTAS_Object_AREAS-DO-CONHECIMENTO_AREA-DO-CONHECIMENTO-3_NOME-GRANDE-AREA-DO-CONHECIMENTO","JORNAIS-OU-REVISTAS_Object_AUTORES_0_NOME-COMPLETO-DO-AUTOR","JORNAIS-OU-REVISTAS_Object_AUTORES_0_NOME-PARA-CITACAO","JORNAIS-OU-REVISTAS_Object_AUTORES_0_NRO-ID-CNPQ","JORNAIS-OU-REVISTAS_Object_AUTORES_0_ORDEM-DE-AUTORIA","JORNAIS-OU-REVISTAS_Object_AUTORES_1_NOME-COMPLETO-DO-AUTOR","JORNAIS-OU-REVISTAS_Object_AUTORES_1_NOME-PARA-CITACAO","JORNAIS-OU-REVISTAS_Object_AUTORES_1_NRO-ID-CNPQ","JORNAIS-OU-REVISTAS_Object_AUTORES_1_ORDEM-DE-AUTORIA","JORNAIS-OU-REVISTAS_Object_AUTORES_2_NOME-COMPLETO-DO-AUTOR","JORNAIS-OU-REVISTAS_Object_AUTORES_2_NOME-PARA-CITACAO","JORNAIS-OU-REVISTAS_Object_AUTORES_2_NRO-ID-CNPQ","JORNAIS-OU-REVISTAS_Object_AUTORES_2_ORDEM-DE-AUTORIA","JORNAIS-OU-REVISTAS_Object_AUTORES_3_NOME-COMPLETO-DO-AUTOR","JORNAIS-OU-REVISTAS_Object_AUTORES_3_NOME-PARA-CITACAO","JORNAIS-OU-REVISTAS_Object_AUTORES_3_NRO-ID-CNPQ","JORNAIS-OU-REVISTAS_Object_AUTORES_3_ORDEM-DE-AUTORIA","JORNAIS-OU-REVISTAS_Object_AUTORES_4_NOME-COMPLETO-DO-AUTOR","JORNAIS-OU-REVISTAS_Object_AUTORES_4_NOME-PARA-CITACAO","JORNAIS-OU-REVISTAS_Object_AUTORES_4_NRO-ID-CNPQ","JORNAIS-OU-REVISTAS_Object_AUTORES_4_ORDEM-DE-AUTORIA","JORNAIS-OU-REVISTAS_Object_AUTORES_5_NOME-COMPLETO-DO-AUTOR","JORNAIS-OU-REVISTAS_Object_AUTORES_5_NOME-PARA-CITACAO","JORNAIS-OU-REVISTAS_Object_AUTORES_5_NRO-ID-CNPQ","JORNAIS-OU-REVISTAS_Object_AUTORES_5_ORDEM-DE-AUTORIA","JORNAIS-OU-REVISTAS_Object_AUTORES_NOME-COMPLETO-DO-AUTOR","JORNAIS-OU-REVISTAS_Object_AUTORES_NOME-PARA-CITACAO","JORNAIS-OU-REVISTAS_Object_AUTORES_NRO-ID-CNPQ","JORNAIS-OU-REVISTAS_Object_AUTORES_ORDEM-DE-AUTORIA","JORNAIS-OU-REVISTAS_Object_DADOS-BASICOS-DO-TEXTO_ANO-DO-TEXTO","JORNAIS-OU-REVISTAS_Object_DADOS-BASICOS-DO-TEXTO_DOI","JORNAIS-OU-REVISTAS_Object_DADOS-BASICOS-DO-TEXTO_FLAG-DIVULGACAO-CIENTIFICA","JORNAIS-OU-REVISTAS_Object_DADOS-BASICOS-DO-TEXTO_FLAG-RELEVANCIA","JORNAIS-OU-REVISTAS_Object_DADOS-BASICOS-DO-TEXTO_HOME-PAGE-DO-TRABALHO","JORNAIS-OU-REVISTAS_Object_DADOS-BASICOS-DO-TEXTO_IDIOMA","JORNAIS-OU-REVISTAS_Object_DADOS-BASICOS-DO-TEXTO_MEIO-DE-DIVULGACAO","JORNAIS-OU-REVISTAS_Object_DADOS-BASICOS-DO-TEXTO_NATUREZA","JORNAIS-OU-REVISTAS_Object_DADOS-BASICOS-DO-TEXTO_PAIS-DE-PUBLICACAO","JORNAIS-OU-REVISTAS_Object_DADOS-BASICOS-DO-TEXTO_TITULO-DO-TEXTO","JORNAIS-OU-REVISTAS_Object_DADOS-BASICOS-DO-TEXTO_TITULO-DO-TEXTO-INGLES","JORNAIS-OU-REVISTAS_Object_DETALHAMENTO-DO-TEXTO_DATA-DE-PUBLICACAO","JORNAIS-OU-REVISTAS_Object_DETALHAMENTO-DO-TEXTO_ISSN","JORNAIS-OU-REVISTAS_Object_DETALHAMENTO-DO-TEXTO_LOCAL-DE-PUBLICACAO","JORNAIS-OU-REVISTAS_Object_DETALHAMENTO-DO-TEXTO_PAGINA-FINAL","JORNAIS-OU-REVISTAS_Object_DETALHAMENTO-DO-TEXTO_PAGINA-INICIAL","JORNAIS-OU-REVISTAS_Object_DETALHAMENTO-DO-TEXTO_TITULO-DO-JORNAL-OU-REVISTA","JORNAIS-OU-REVISTAS_Object_DETALHAMENTO-DO-TEXTO_VOLUME","JORNAIS-OU-REVISTAS_Object_INFORMACOES-ADICIONAIS_DESCRICAO-INFORMACOES-ADICIONAIS","JORNAIS-OU-REVISTAS_Object_INFORMACOES-ADICIONAIS_DESCRICAO-INFORMACOES-ADICIONAIS-INGLES","JORNAIS-OU-REVISTAS_Object_PALAVRAS-CHAVE_PALAVRA-CHAVE-1","JORNAIS-OU-REVISTAS_Object_PALAVRAS-CHAVE_PALAVRA-CHAVE-2","JORNAIS-OU-REVISTAS_Object_PALAVRAS-CHAVE_PALAVRA-CHAVE-3","JORNAIS-OU-REVISTAS_Object_PALAVRAS-CHAVE_PALAVRA-CHAVE-4","JORNAIS-OU-REVISTAS_Object_PALAVRAS-CHAVE_PALAVRA-CHAVE-5","JORNAIS-OU-REVISTAS_Object_PALAVRAS-CHAVE_PALAVRA-CHAVE-6","JORNAIS-OU-REVISTAS_Object_SEQUENCIA-PRODUCAO","JORNAIS-OU-REVISTAS_Object_SETORES-DE-ATIVIDADE_SETOR-DE-ATIVIDADE-1","JORNAIS-OU-REVISTAS_Object_SETORES-DE-ATIVIDADE_SETOR-DE-ATIVIDADE-2","JORNAIS-OU-REVISTAS_Object_SETORES-DE-ATIVIDADE_SETOR-DE-ATIVIDADE-3"
"http://www.ic.ufal.br/dac/author/lattes/1986734636970397","","","","","CIENCIAS_HUMANAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ilan CHAMOVITZ","CHAMOVITZ, I.;CHAMOVITZ, ILAN","1986734636970397","1","2014","","SIM","NAO","http://www.slideshare.net/slideshow/embed_code/30730491","Português","MEIO_DIGITAL","REVISTA_MAGAZINE","Brasil","Fundamentos de Inteligência: Informação e ações por tutores em EaD","","01012014","","Brasilia, DF.","17","13","Revista Inteligência em Foco","","A Revista Inteligência em Foco busca disseminar conceitos e técnicas de Inteligência de forma mais ampla, visando atingir públicos distintos.&#10;&#10;Escrevi um artigo (página 13) sobre a aplicação de alguns conceitos em EaD. O início da introdução está aqui, logo abaixo. O artigo foi produzido com o apoio do Datasus e Coordenação de Desenvolvimento de Pessoas, Ministério da Saúde, Brasil e faz parte de minha pesquisa.","","inteligência","EAD","Tutores","Tutor","","","125","Educação","Atividades dos serviços de tecnologia da informação",""
"http://www.ic.ufal.br/dac/author/lattes/0084300900034108","","","","","","","","","","","","","","Clauirton Siebra","Clauirton Siebra","7707799028683443","1","N. Lino","Lino, N.","0868185106331626","2","Andre Luís de Medeiros Santos","SANTOS, A","","3","F. Q. B. SILVA","SILVA, F. Q. B.","6381755382123529","4","","","","","","","","","","","","","2010","","NAO","NAO","","Inglês","IMPRESSO","REVISTA_MAGAZINE","Alemanha","Advanced Issues on Test Management for Limited Platforms","","","","Berlim","41","38","Testing Experience","","","","","","","","","","197","","",""
"http://www.ic.ufal.br/dac/author/lattes/4038730280834132","","","","","","","","","","","","","","Itana Maria Gimenes","GIMENES, I. M.","","1","Ig Ibert Bittencourt Santana Pinto","BITTENCOURT, IG, I.","","2","","","","","","","","","","","","","","","","","","","","","2013","","NAO","NAO","www.sbc.org.br","Português","MEIO_DIGITAL","REVISTA_MAGAZINE","Brasil","DesafiE! II Workshop de desafios da computação aplicado a educação","","01082013","15198219","","40","36","Revista Computação Brasil","","","","","","","","","","508","","",""
"http://www.ic.ufal.br/dac/author/lattes/2286184940275369","","Ciência da Computação","","Informatica na Educacao","CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Software Básico","Sistemas de Computação","CIENCIAS_EXATAS_E_DA_TERRA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Claudia Amado Gama","GAMA, C. A.","","1","2003","","NAO","NAO","","Português","IMPRESSO","JORNAL_DE_NOTICIAS","Brasil","Software Livre","","01122003","","Salvador","02","02","Jornal Laboratorio","17","Ano VI - No. 17  FACOM - UFBA","","software livre","","","","","","43","","",""
"http://www.ic.ufal.br/dac/author/lattes/3799501798859187","","","","","","","","","","","","","","Virgínia Carvalho Chalegre","CHALEGRE, V. C.","","1","Denis Silva da Silveira","SILVEIRA, D. S.","","2","","","","","","","","","","","","","","","","","","","","","2011","","NAO","NAO","http://www.es.sogeti.com/PageFiles/171/QAnews_IV.mht","Inglês","MEIO_DIGITAL","REVISTA_MAGAZINE","Espanha","Accessibility Testing Methodology","","01042011","","Espanha","7","1","QA:news Testing y Calidad del Software en España","","","","Accessibility","Testing Methodology","Information Technology","","","","269","","",""
"http://www.ic.ufal.br/dac/author/lattes/2372991935204909","","","","Educação a Distância","CIENCIAS_HUMANAS","","","","","","","","","Flavia Lumi Matuzawa","MATUZAWA, F. L.","2372991935204909","1","Carolina Paz","PAZ, Carolina","","2","Marialice de Moraes","MORAES, Marialice de","","3","Patricia Jantsch Fiuza","FIUZA, Patricia Jantsch","","4","","","","","","","","","","","","","2003","","NAO","NAO","http://www.irrodl.org/content/v4.1/index.html","Inglês","MEIO_DIGITAL","REVISTA_MAGAZINE","Canadá","Supporting Distance Students Using the Internet: A Brazilian Experience","","","","","","","International Review of Research in Open and Distance Learning (IRRODL)","","Artigo aceito para a revista online e publicado como ""Research Notes"".","","Internet","Sistema de acompanhamento","Educação a Distância","","","","27","Educação Superior","",""
"http://www.ic.ufal.br/dac/author/lattes/2594448736430896","","","Estruturas de Materiais Compósitos Avançados","Estruturas","ENGENHARIAS","","","","","","","","","João de Alencar","ALENCAR, João de","","1","Henriette Lebre La Rovere","ROVERE, Henriette Lebre La;La Rovere, H.L.;LaRovere, H.L.;La Rovere, Henriette L.;LAROVERE, HENRIETTE L.;Rovere, H. L. La","2594448736430896","2","Almir Barros da Silva Santos Neto","SANTOS NETO, Almir Barros da Silva","5418069223727965","3","","","","","","","","","","","","","","","","","2004","","NAO","NAO","","Português","IMPRESSO","REVISTA_MAGAZINE","Brasil","Aplicação de Materiais Compósitos Avançados na Construção de Pontes e Passarelas","","09112004","","São Paulo","32","32","Revista Plástico Reforçado Composites - Edição Especial","40","","","materiais compósitos avançados","Pontes","passarelas","","","","181","Construção Civil","Desenvolvimento de Novos Materiais",""
"http://www.ic.ufal.br/dac/author/lattes/9818222501822316","","","","","CIENCIAS_EXATAS_E_DA_TERRA","","","","","","","","","Camila Areias de Oliveira","OLIVEIRA, C. A.;DE OLIVEIRA, CAMILA AREIAS","9818222501822316","1","Renata Calado","CALADO, R.","","2","Leanderson Marcos da Silva Paiva","PAIVA, L. M. S.","","3","","","","","","","","","","","","","","","","","2005","","NAO","NAO","http://www.sbmet.org.br/portal2010/publisher/uploads/publicacoes/9_2005___Volume_29_No_2.pdf","Português","IMPRESSO","REVISTA_MAGAZINE","Brasil","O Tempo Não Pára: O Curso Técnico deMeteorologia do CEFET/RJ em Quase Meio Século de História.","","01072005","1676014","Rio de Janeiro","95","92","Boletim da Sociedade Brasileira de Meteorologia","","","","CEFET/RJ","Meteorologia","","","","","5","","",""
"http://www.ic.ufal.br/dac/author/lattes/7368517479606058","","Engenharia Elétrica","Controle de Processos Eletrônicos, Retroalimentação","Eletrônica Industrial, Sistemas e Controles Eletrônicos","ENGENHARIAS","Engenharia Mecânica","Robotização","Processos de Fabricação","ENGENHARIAS","Ciência da Computação","Software Básico","Sistemas de Computação","CIENCIAS_EXATAS_E_DA_TERRA","","","","","","","","","","","","","","","","","","","","","","","","","Marcel Bergerman","BERGERMAN, M.","","1","1999","","","NAO","","Português","IMPRESSO","REVISTA_MAGAZINE","Brasil","4a Copa do Mundo de Futebol de Robôs","","01061999","","Campinas","26","26","ReVista - Revista Semestral do Colégio Notre Dame de Campinas","2","","","","","","","","","50","","",""
"http://www.ic.ufal.br/dac/author/lattes/5769696618237368","","","","Educação e tecnologias digitais","CIENCIAS_HUMANAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Eliana Maria do Sacramento Soares","SOARES, Eliana Maria do Sacramento;SOARES, ELIANA MARIA DO SACRAMENTO;DO SACRAMENTO SOARES, ELIANA MARIA","5769696618237368","1","2009","","NAO","NAO","","Português","IMPRESSO","JORNAL_DE_NOTICIAS","Brasil","Considerações sobre Educação e tecnologia","Considerações sobre Educação e tecnologia","31082009","","Universidade de Caxias do Sul","","","Jornal do Centro de Filosofia e Educação da UCS","","","","Educação e tecnologia de comunicação e informação","Processo educativo","","","","","179","Educação","",""
"http://www.ic.ufal.br/dac/author/lattes/4984043849101331","","","","","","","","","","","","","","Diana Francisca Adamatti","ADAMATTI, D. F.","","1","Graçaliz Pereira Dimuro","DIMURO, G. P.","9414212573217453","2","Simone Costa","COSTA, S.","","3","","","","","","","","","","","","","","","","","2009","","NAO","NAO","","Português","MEIO_DIGITAL","REVISTA_MAGAZINE","Brasil","Latin American Women in Computing (LAWC 2009)","","01112009","","Porto AlegreRS","15","14","Horizontes SBC","","","","","","","","","","223","","",""
